Cmmn_Nm,Cnctntd,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,ffd_r,resdept_r,drainagecl,drainagecl_Levels,soimoistdept_r,flodfreqcl,flodfreqcl_Levels,floddurcl,floddurcl_Levels,pondfreqcl,pondfreqcl_Levels,ponddurcl,ponddurcl_Levels,awc_r,aws.x,aws.y,dbthirdbar_r,dbovendry_r,om_r,claytotal_r,sandtotal_r,silttotal_r
Marbled Salamander,"Marbled Salamander, 30.4633662952, -94.3497930095",19.850000000000023,9.700000000000001,0.36300001144409183,617,33.450000000000045,6.850000000000023,26.6,15.850000000000023,16.150000000000034,27.350000000000023,11.550000000000011,1526.4,178.5,93.2,18.900000000000002,453,309.3,401.20000000000005,377.70000000000005,270,201,4,Moderately well drained,32,1,None,NA,NA,1,None,NA,NA,0.16580000028014183,33.160000056028366,33.160000056028366,1.663250007033348,1.74525,0.5768000025674701,21.136000232696535,48.84650007247925,30.017500314712525
Marbled Salamander,"Marbled Salamander, 30.465003, -94.145653",19.750000000000057,9.600000000000001,0.3640000104904175,618.7,33.35000000000002,6.850000000000023,26.5,15.850000000000023,16.05000000000001,27.350000000000023,11.450000000000045,1542.2,171.70000000000002,95.4,16.900000000000002,449.40000000000003,312.1,404,385.8,270,201,4,Moderately well drained,160,1,None,NA,NA,1,None,NA,NA,0.07000000029802322,14.000000059604645,14.000000059604645,1.491999989748001,1.5217,0.19550000227987765,0.6670000010728836,94.17099914550782,5.1620000362396246
Marbled Salamander,"Marbled Salamander, 30.4721564131, -90.1338263341",19.750000000000057,8.3,0.3380000114440918,599.3000000000001,31.850000000000023,7.350000000000023,24.5,27.05000000000001,20.450000000000045,27.05000000000001,11.750000000000057,1633.3000000000002,174.10000000000002,109.4,16.2,511.40000000000003,339.1,511.40000000000003,405.90000000000003,230,201,6,Poorly drained,20,1,None,NA,NA,1,None,NA,NA,0.1578395046569683,25.569999754428864,25.569999754428864,1.4126543152479476,1.4729012345679013,1.0216049382716048,21.805555555555557,60.54259180139612,17.651852160324285
Marbled Salamander,"Marbled Salamander, 30.50417, -90.66917",19.350000000000023,9.5,0.37200000286102297,601.9,32.05000000000001,6.4500000000000455,25.6,26.750000000000057,20.05000000000001,26.750000000000057,11.350000000000023,1717.1000000000001,177,110.2,14,510.70000000000005,356.8,510.70000000000005,450.20000000000005,249,201,5,Somewhat poorly drained,69,1,None,NA,NA,1,None,NA,NA,0.16890909035097468,27.869999907910824,27.869999907910824,1.5069090843200683,1.6116969696969699,0.8409090909090908,22.19393939393939,26.946060238462504,50.86000024044152
Marbled Salamander,"Marbled Salamander, 30.51119, -84.52288",19.450000000000045,9.9,0.3900000095367432,589.2,32.05000000000001,6.750000000000057,25.3,26.55000000000001,15.850000000000023,26.55000000000001,11.550000000000011,1511.8000000000002,182.3,83.10000000000001,28.400000000000002,534.6,270.40000000000003,534.6,337.8,238,201,7,Very poorly drained,0,6,Frequent,4,Long (7 to 30 days),1,None,NA,NA,0.07519999921321868,24.498800243474545,24.498800243474545,1.3959999752044676,1.5584000000000002,3.967999973297119,5.136000099182128,91.35599853515625,3.508000001907349
Marbled Salamander,"Marbled Salamander, 30.516698, -91.708596",19.55000000000001,9.600000000000001,0.3700000047683716,611.9,32.450000000000045,6.550000000000011,25.900000000000002,25.850000000000023,20.250000000000057,26.950000000000045,11.350000000000023,1594.4,166.9,113.2,12.100000000000001,443.70000000000005,360.3,435,434.90000000000003,278,201,5,Somewhat poorly drained,84,4,Occasional,4,Long (7 to 30 days),1,None,NA,NA,0.18889999732375146,36.91049943361431,36.91049943361431,1.396999979019165,1.4631,0.597000002861023,14.792999877929688,18.824999856948853,66.38200126647949
Marbled Salamander,"Marbled Salamander, 30.5239678787, -90.4791199367",19.350000000000023,9.4,0.36900000572204594,602.8000000000001,32.150000000000034,6.550000000000011,25.6,26.750000000000057,20.05000000000001,26.750000000000057,11.350000000000023,1798,184.9,116.80000000000001,14.9,543.5,366.20000000000005,543.5,463.20000000000005,249,201,6,Poorly drained,15,1,None,NA,NA,1,None,NA,NA,0.1599999964237213,24.47999945282936,24.47999945282936,1.4081699224858502,1.4698039215686274,0.9950980392156863,24.375816993464053,58.136600419586784,17.487582275290894
Marbled Salamander,"Marbled Salamander, 30.52456114, -91.03554726",19.450000000000045,9.600000000000001,0.37200000286102297,605.8000000000001,32.25000000000006,6.550000000000011,25.700000000000003,26.850000000000023,20.05000000000001,26.850000000000023,11.350000000000023,1699.3000000000002,176.4,112.30000000000001,12.9,488.6,365.70000000000005,488.6,458.40000000000003,275,201,6,Poorly drained,23,3,Rare,NA,NA,1,None,NA,NA,0.20119999945163727,40.239999890327454,40.239999890327454,1.5128999876976013,1.688,0.655,23.7,13.899000134468078,62.40099784851074
Marbled Salamander,"Marbled Salamander, 30.533222, -84.276551",19.150000000000034,10,0.3960000038146973,581.3000000000001,31.750000000000057,6.4500000000000455,25.3,26.250000000000057,15.650000000000034,26.250000000000057,11.450000000000045,1453.4,176.5,76,29.3,517.4,263.3,517.4,333.70000000000005,255,201,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.1562499962747097,28.729599325954915,28.729599325954915,1.593750023841858,1.65975,0.36875,30.1875,54.4375,15.375
Marbled Salamander,"Marbled Salamander, 30.5411145635, -90.9094668086",19.350000000000023,9.600000000000001,0.37200000286102297,606,32.150000000000034,6.4500000000000455,25.700000000000003,26.750000000000057,20.05000000000001,26.750000000000057,11.250000000000057,1737.7,179.3,114.5,12.9,505.3,372.20000000000005,505.3,462.8,249,201,5,Somewhat poorly drained,69,1,None,NA,NA,1,None,NA,NA,0.16890909035097468,27.869999907910824,27.869999907910824,1.5069090843200683,1.6116969696969699,0.8409090909090908,22.19393939393939,26.946060238462504,50.86000024044152
Marbled Salamander,"Marbled Salamander, 30.55283, -94.33635",19.750000000000057,9.700000000000001,0.35999999046325687,623.6,33.650000000000034,6.750000000000057,26.900000000000002,15.750000000000057,16.05000000000001,27.450000000000045,11.450000000000045,1494.7,174,93.60000000000001,18.2,440.70000000000005,310.90000000000003,387.90000000000003,374.8,270,201,4,Moderately well drained,160,1,None,NA,NA,1,None,NA,NA,0.07000000029802322,14.000000059604645,14.000000059604645,1.491999989748001,1.5217,0.19550000227987765,0.6670000010728836,94.17099914550782,5.1620000362396246
Marbled Salamander,"Marbled Salamander, 30.556225, -91.1734",19.450000000000045,9.600000000000001,0.3710000038146973,613,32.35000000000002,6.4500000000000455,25.900000000000002,26.850000000000023,20.150000000000034,26.850000000000023,11.250000000000057,1647,169.60000000000002,109.5,12.8,463.90000000000003,355.40000000000003,463.90000000000003,453.20000000000005,275,201,NA,NA,201,1,None,NA,NA,1,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marbled Salamander,"Marbled Salamander, 30.566579, -83.861048",19.350000000000023,10.3,0.4,586.1,32.150000000000034,6.550000000000011,25.6,26.450000000000045,15.850000000000023,26.450000000000045,11.550000000000011,1472.2,173.60000000000002,77.10000000000001,28.900000000000002,514.3000000000001,270.40000000000003,514.3000000000001,348.8,249,201,3,Well drained,122,1,None,NA,NA,1,None,NA,NA,0.1281000005826354,24.755600063949828,24.755600063949828,1.5110500115156176,1.5902500000000002,0.45149999991059303,27.246499569416045,65.8280013847351,6.925500123500824
Marbled Salamander,"Marbled Salamander, 30.571592, -84.953614",19.350000000000023,9.8,0.38499999046325684,589.5,31.750000000000057,6.4500000000000455,25.3,26.450000000000045,15.650000000000034,26.450000000000045,11.450000000000045,1468.5,182.5,78.5,26.5,503.3,263.7,503.3,337.8,280,201,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.14214999571442605,23.96249964982271,23.96249964982271,1.498400001525879,1.44535,0.7175,26.85300006389618,56.255498809814455,16.891499648094175
Marbled Salamander,"Marbled Salamander, 30.594372, -84.443137",19.250000000000057,9.9,0.3900000095367432,587,31.850000000000023,6.4500000000000455,25.400000000000002,26.350000000000023,15.650000000000034,26.350000000000023,11.350000000000023,1469.2,173.9,79.9,27.400000000000002,510.20000000000005,265.8,510.20000000000005,335,254,201,5,Somewhat poorly drained,46,4,Occasional,3,Brief (2 to 7 days),1,None,NA,NA,0.07049999766983092,13.416399642769248,13.416399642769248,1.5286000210046768,1.4905,0.36975000619888304,11.85799981713295,81.52949909210206,6.612500097751617
Marbled Salamander,"Marbled Salamander, 30.6282, -84.8355",19.350000000000023,9.700000000000001,0.3819999933242798,594.5,31.850000000000023,6.4500000000000455,25.400000000000002,26.55000000000001,15.650000000000034,26.55000000000001,11.350000000000023,1491.4,179.20000000000002,80,25.400000000000002,501.70000000000005,269.7,501.70000000000005,345.3,238,201,7,Very poorly drained,0,6,Frequent,4,Long (7 to 30 days),1,None,NA,NA,0.07519999921321868,24.498800243474545,24.498800243474545,1.3959999752044676,1.5584000000000002,3.967999973297119,5.136000099182128,91.35599853515625,3.508000001907349
Marbled Salamander,"Marbled Salamander, 30.643155, -94.077559",19.750000000000057,9.600000000000001,0.3579999923706055,627.3000000000001,33.55000000000001,6.750000000000057,26.8,15.750000000000057,16.05000000000001,27.450000000000045,11.350000000000023,1428.7,155.3,94.2,14.9,410,309.1,362.90000000000003,369.40000000000003,243,201,4,Moderately well drained,69,6,Frequent,3,Brief (2 to 7 days),1,None,NA,NA,0.14730000451207162,29.54100094586611,29.54100094586611,1.4098999959230423,1.6545,0.9415000087022782,31.634999999999998,33.8605002784729,34.5045011138916
Marbled Salamander,"Marbled Salamander, 30.6438, -90.60723333",19.250000000000057,9.8,0.3759999990463257,609.2,32.35000000000002,6.150000000000034,26.200000000000003,26.650000000000034,19.850000000000023,26.650000000000034,11.050000000000011,1696.5,167.10000000000002,107.4,13.4,493.1,348.5,493.1,452.6,249,201,6,Poorly drained,15,1,None,NA,NA,1,None,NA,NA,0.1599999964237213,24.47999945282936,24.47999945282936,1.4098039117513919,1.4717647058823529,0.642156862745098,23.950980392156865,58.60392065609203,17.445098577761183
Marbled Salamander,"Marbled Salamander, 30.666213, -84.259762",19.150000000000034,9.9,0.3900000095367432,590.8000000000001,31.850000000000023,6.350000000000023,25.5,26.350000000000023,15.550000000000011,26.350000000000023,11.250000000000057,1418.1000000000001,166.8,77.30000000000001,27.3,487.5,261.6,487.5,332.8,238,201,3,Well drained,115,1,None,NA,NA,1,None,NA,NA,0.11129999820142986,21.790999637916684,21.790999637916684,1.6374999731779099,1.5837500000000002,0.39375,22.22599972963333,67.84250030517578,9.931500310897826
Marbled Salamander,"Marbled Salamander, 30.692869, -94.715826",19.650000000000034,9.600000000000001,0.35499999523162845,634.5,33.650000000000034,6.650000000000034,27,15.550000000000011,15.850000000000023,27.450000000000045,11.150000000000034,1496.5,174.70000000000002,96.10000000000001,18.3,431.3,316,380.1,371.5,255,201,4,Moderately well drained,160,1,None,NA,NA,1,None,NA,NA,0.10090000130236149,20.180000260472298,20.180000260472298,1.434550038576126,1.4550999999999998,0.3577499955147505,4.248499873280525,81.70750019073486,14.043999953269958
Marbled Salamander,"Marbled Salamander, 30.694748, -84.382331",19.150000000000034,9.9,0.3869999885559082,592.8000000000001,31.750000000000057,6.250000000000057,25.5,26.350000000000023,15.450000000000045,26.350000000000023,11.150000000000034,1474,170.60000000000002,79.80000000000001,26.200000000000003,499.6,271,499.6,344.6,255,201,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.1554999966919422,31.099999338388443,31.099999338388443,1.5449999678134918,1.6205,0.34,38.2,51.66,10.14
Marbled Salamander,"Marbled Salamander, 30.698376, -92.89685",19.450000000000045,9.8,0.36500000953674316,630.2,33.05000000000001,6.250000000000057,26.8,15.350000000000023,15.750000000000057,27.150000000000034,10.950000000000045,1637.4,177.9,107,15,456.90000000000003,347.5,420.6,431.70000000000005,260,201,6,Poorly drained,20,6,Frequent,4,Long (7 to 30 days),1,None,NA,NA,0.19914999797940253,39.21999957164129,39.21999957164129,1.4792000102996827,1.5787,0.4442500013113022,24.952999858856202,6.307999954223633,68.73899990081787
Marbled Salamander,"Marbled Salamander, 30.764124, -83.745742",19.450000000000045,10.200000000000001,0.3940000057220459,602,32.35000000000002,6.350000000000023,26,26.750000000000057,15.750000000000057,26.750000000000057,11.350000000000023,1389,159.3,75.10000000000001,26.700000000000003,466.8,257.7,466.8,340.6,255,201,3,Well drained,105,1,None,NA,NA,1,None,NA,NA,0.11606060699983077,19.150000154972076,19.150000154972076,1.6201818227767943,1.6776969696969695,0.15515151886325895,26.483636139378405,65.15515053488991,8.361211950128729
Marbled Salamander,"Marbled Salamander, 30.810198, -85.22592",19.350000000000023,10,0.3829999923706055,612.6,32.150000000000034,6.050000000000011,26.1,26.750000000000057,15.550000000000011,26.750000000000057,11.150000000000034,1457.9,175.8,77.9,21.900000000000002,466,282,466,353,256,122,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.15000000596046448,20.113500619027764,20.113500619027764,1.354098385474721,1.5459016393442622,1.5819672131147542,45.71721305221808,24.901639344262296,29.3811475253496
Marbled Salamander,"Marbled Salamander, 30.856123, -83.809626",19.350000000000023,10.200000000000001,0.3900000095367432,608.2,32.35000000000002,6.150000000000034,26.200000000000003,26.650000000000034,15.650000000000034,26.650000000000034,11.150000000000034,1408.3000000000002,159.60000000000002,76.10000000000001,26.200000000000003,467.90000000000003,263.6,467.90000000000003,347.5,255,201,6,Poorly drained,15,1,None,NA,NA,1,None,NA,NA,0.0869662928279866,16.87241395794112,16.87241395794112,1.6490449208891793,1.6757303370786516,0.3412921348314607,15.42134831460674,72.05842616049091,12.520224517650819
Marbled Salamander,"Marbled Salamander, 30.8845333333, -92.3263416667",19.350000000000023,9.8,0.36300001144409183,641.5,32.950000000000045,5.9500000000000455,27,11.850000000000023,26.650000000000034,27.150000000000034,10.750000000000057,1606.3000000000002,158.10000000000002,108.80000000000001,11.5,451.6,345.40000000000003,379.5,449.70000000000005,274,201,6,Poorly drained,31,1,None,NA,NA,1,None,NA,NA,0.17250000685453415,35.224445747004616,35.224445747004616,1.6015000033378601,1.7354,0.3658999996632338,27.32900020599365,19.337999649047852,53.33300006866455
Marbled Salamander,"Marbled Salamander, 30.89413333, -89.79906667",19.05000000000001,9.9,0.3700000047683716,625.5,32.450000000000045,5.850000000000023,26.6,26.650000000000034,19.650000000000034,26.650000000000034,10.650000000000034,1542.3000000000002,155.5,105.4,14.100000000000001,437.8,324.6,437.8,415,230,66,4,Moderately well drained,63,1,None,NA,NA,1,None,NA,NA,0.09979999899864196,20.058399828076364,20.058399828076364,1.64039994597435,1.6703999999999999,0.7075,15.99,46.34999931335449,37.66000068664551
Marbled Salamander,"Marbled Salamander, 30.940369, -85.210512",19.350000000000023,10,0.3819999933242798,620.3000000000001,32.150000000000034,5.9500000000000455,26.200000000000003,26.850000000000023,15.450000000000045,26.850000000000023,11.050000000000011,1407.8000000000002,167.9,74.5,21,439.70000000000005,277.6,439.70000000000005,349.1,255,201,3,Well drained,105,1,None,NA,NA,1,None,NA,NA,0.11606060699983077,19.195800085961817,19.195800085961817,1.6201818227767943,1.6776969696969695,0.15515151886325895,26.483636139378405,65.15515053488991,8.361211950128729
Marbled Salamander,"Marbled Salamander, 31.005755, -92.9858966667",19.150000000000034,9.9,0.36099998950958256,644.5,33.150000000000034,5.750000000000057,27.400000000000002,11.550000000000011,23.950000000000045,27.05000000000001,10.550000000000011,1557.5,157.20000000000002,103,11.8,443.8,346.90000000000003,376.6,420.8,260,201,6,Poorly drained,20,6,Frequent,4,Long (7 to 30 days),1,None,NA,NA,0.19914999797940253,39.21999957164129,39.21999957164129,1.4792000102996827,1.5787,0.4442500013113022,24.952999858856202,6.307999954223633,68.73899990081787
Marbled Salamander,"Marbled Salamander, 31.052246, -94.118238",19.650000000000034,9.200000000000001,0.3380000114440918,653.7,33.75000000000006,6.4500000000000455,27.3,15.450000000000045,27.150000000000034,27.750000000000057,10.950000000000045,1420,152.4,93.30000000000001,14.600000000000001,403.3,299.90000000000003,344.3,378.3,238,201,4,Moderately well drained,61,1,None,NA,NA,1,None,NA,NA,0.1476878659918129,25.550000816583633,25.550000816583633,0.23999999463558197,0.25,0.8367052023121387,12.537572254335261,66.26416293458442,21.198266167172118
Marbled Salamander,"Marbled Salamander, 31.144409, -92.849469",19.150000000000034,9.8,0.35499999523162845,653,33.35000000000002,5.750000000000057,27.6,11.450000000000045,23.950000000000045,27.150000000000034,10.450000000000045,1547.8000000000002,158.4,101.10000000000001,11.5,442.3,339.5,360.70000000000005,425.1,237,201,3,Well drained,201,1,None,NA,NA,1,None,NA,NA,0.13555555252565277,24.3999994546175,24.3999994546175,1.4955555597941081,1.5655555555555556,0.4166666666666667,20.86111111111111,64.58333269755046,14.555556191338434
Marbled Salamander,"Marbled Salamander, 31.18949, -86.70893",18.950000000000045,10,0.375,624.1,32.35000000000002,5.650000000000034,26.700000000000003,26.55000000000001,19.650000000000034,26.55000000000001,10.650000000000034,1536.4,167.9,91.4,16.2,453.20000000000005,326.40000000000003,453.20000000000005,385.6,235,201,5,Somewhat poorly drained,31,1,None,NA,NA,1,None,NA,NA,0.16039473543825902,26.68409998834133,26.68409998834133,1.4282894903107692,1.4939473684210527,2.2401315789473686,12.282894736842106,44.328947368421055,43.388157894736835
Marbled Salamander,"Marbled Salamander, 31.199095, -92.959808",19.150000000000034,9.8,0.35399999618530276,657.4000000000001,33.35000000000002,5.650000000000034,27.700000000000003,11.350000000000023,23.950000000000045,27.150000000000034,10.350000000000023,1483.2,150,94.30000000000001,11.700000000000001,423,318.6,340.70000000000005,409.70000000000005,247,201,6,Poorly drained,23,4,Occasional,4,Long (7 to 30 days),1,None,NA,NA,0.2013999980688095,40.2799996137619,40.2799996137619,1.4615500289201737,1.5309,0.6295000037550926,23.439999999999998,10.575,65.985
Marbled Salamander,"Marbled Salamander, 31.21662, -94.41257",19.450000000000045,8.8,0.325,661.3000000000001,33.35000000000002,6.350000000000023,27,15.250000000000057,27.150000000000034,27.650000000000034,10.650000000000034,1425.3000000000002,145.9,90.2,14.100000000000001,409.3,294,332.5,374.70000000000005,243,201,4,Moderately well drained,46,1,None,NA,NA,1,None,NA,NA,0.14770000472664832,29.540000945329666,29.540000945329666,1.5685000264644624,1.6478,0.6069999980926514,21.55,61.01200035095215,17.438000087738036
Marbled Salamander,"Marbled Salamander, 31.218, -93.8543333333",19.450000000000045,8.4,0.31600000858306887,656.3000000000001,33.05000000000001,6.550000000000011,26.5,11.850000000000023,26.950000000000045,27.55000000000001,10.650000000000034,1390.6000000000001,140.5,84,14.100000000000001,397.6,280,317.40000000000003,381.90000000000003,228,201,5,Somewhat poorly drained,25,6,Frequent,4,Long (7 to 30 days),1,None,NA,NA,0.15000000596046448,30.000001192092896,30.000001192092896,1.4121000385284423,1.654,0.8125,31.7675,23.24300030708313,44.989500274658205
Marbled Salamander,"Marbled Salamander, 31.21986, -84.798049",19.150000000000034,10.200000000000001,0.3789999961853028,634.2,32.450000000000045,5.550000000000011,26.900000000000002,26.950000000000045,15.150000000000034,26.950000000000045,10.750000000000057,1413.4,160.20000000000002,75,21.700000000000003,433.20000000000005,278.40000000000003,433.20000000000005,367.90000000000003,250,201,6,Poorly drained,0,1,None,NA,NA,5,Frequent,3,Long (7 to 30 days),0.13821656014888908,21.699999943375587,21.699999943375587,1.5267515569735484,1.7191719745222929,0.43630573248407645,49.267515923566876,24.878980806678722,25.85350285062365
